analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
6w17b93207bv5j8,MGI:2145317,Brd9,C57BL,E12.5,JAX_OFD_013_001,0.08114543,Periphery average speed
6w1e9fu91u55fio,MGI:1333114,Pigq,C57BL,E9.5,IMPC_ACS_036_001,0.3231421,% Pre-pulse inhibition - PPI4
6w1i8ib09ii4477,MGI:1346006,Ptpa,C57BL,Early Adult,ESLIM_011_001_001,0.9307108,BN startle magnitude
6w346l9j0w553uu,MGI:1333114,Pigq,C57BL,E9.5,ESLIM_008_001_009,0.3963551,Gait
6w4139on4gl94mz,MGI:109564,Kif5a,C57BL,E18.5,JAXLA_DXA_007_001,0.07867524,BMC/Body weight
6w4i1243u4795fm,MGI:2684870,Pom121l2,C57BL,Early Adult,IMPC_ABR_012_001,0.5813436,30kHz-evoked ABR Threshold
6w4q6eqzuk75582,MGI:1919963,Angptl1,C57BL,Early Adult,IMPC_OFD_013_001,0.7704967,Periphery average speed
6w4qq73z706vt6w,MGI:1925847,Fhod3,C57BL,Early Adult,IMPC_GEO_011_001,0.7492864,Blood Vessel Morphology
6w4tz9m6eq83s7h,MGI:96877,Klrb1,C57BL,Late Adult,IMPC_DXA_010_001,0.8618194,Bone Area
6w6g4z84dir866p,MGI:1925847,Fhod3,C57BL,E9.5,ESLIM_019_001_007,0.2719252,IgE
6w6g92hj45c7lsk,MGI:2444807,Zfp827,C57BL,Middle Aged Adult,IMPC_EYE_068_001,0.6024683,Left total retinal thickness
6w6hpy1uql258ok,MGI:95392,Eng,C57BL,E9.5,IMPC_CBC_020_001,0.1164192,Fructosamine
6w6m74u99zy7590,MGI:99402,Adora2a,C57BL,Late Adult,IMPC_CSD_030_001,0.1864598,Tremor
6w6mb7yjfx1o605,MGI:2684870,Pom121l2,C57BL,Early Adult,IMPC_GEL_028_001,0.3863804,Forebrain
6w84n8n5357m24g,MGI:103206,Acod1,C57BL,Early Adult,IMPC_OFD_015_001,0.5952525,Center resting time
6w8m273m01akh50,MGI:1890391,Fstl3,C57BL,Early Adult,IMPC_GPO_002_001,0.6452149,Placenta Morphology
6w9mf18qn75ix99,MGI:88492,Masp1,C57BL,Early Adult,IMPC_OFD_018_001,0.9298565,Latency to center entry
6wack30qz327n74,MGI:2670984,Kics2,C57BL,Early Adult,IMPC_ECG_004_001,0.3223511,RR
6wbz1jm8666i2za,MGI:1914836,Ubxn11,C57BL,Early Adult,HRWLLA_DXA_003_001,0.4597146,Lean mass
6wcbmp43o52l8h9,MGI:97742,Pomc,C57BL,Late Adult,IMPC_CBC_011_001,0.9785009,Iron
6we5hl9dg1p9xn4,MGI:99402,Adora2a,C57BL,Early Adult,IMPC_GEL_056_001,0.8441039,Edema
6wgq5y683p757ba,MGI:1916778,1700030J22Rik,C57BL,Early Adult,IMPC_GRS_010_001,0.098059,Forelimb grip strength normalised against body weight
6wgu24327104f3t,MGI:104899,Mob4,C57BL,Early Adult,IMPC_HEM_001_001,0.1840702,White blood cell count
6whb82614lrlfuw,MGI:1919963,Angptl1,C57BL,Early Adult,JAX_URI_005_001,0.5397967,Glucose
6whu6z26s00j167,MGI:95496,Fcer1g,C57BL,Early Adult,MGP_026_001_004,0.1672609,Coat colouration
6wj5493a68rnh23,MGI:1919822,Spats2,C57BL,Early Adult,IMPC_GEL_011_001,0.2413027,Embryo turning
6wp868325013791,MGI:2444807,Zfp827,C57BL,Middle Aged Adult,IMPC_HEM_027_001,0.9329083,Red blood cell distribution width
6wtxs7c3mjar611,MGI:104899,Mob4,C57BL,Early Adult,IMPC_CSD_026_001,0.1387862,Head morphology
6wu2b6ijhs0w37m,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_GEL_033_001,0.4137076,Tail bud morphology
6wu35oz0z4458lu,MGI:2145317,Brd9,C57BL,Late Adult,ESLIM_016_001_008,0.1673709,Platelet count
6wu40t32mw7ywru,MGI:2442855,Rab39,C57BL,Early Adult,IMPC_IPG_010_001,0.7589432,Fasted blood glucose concentration
6wxg7omt967ut6k,MGI:1276578,Gfi1b,C57BL,E15.5,ESLIM_006_001_024,0.4170593,Number of caudal vertebrae
6wz41w3762nz49q,MGI:1276578,Gfi1b,C57BL,E15.5,ESLIM_019_001_004,0.9802822,IgG2b
6x054r6x7xce54z,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_EYE_007_001,0.9409793,Cornea
6x0w044840jk66r,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_ACS_006_001,0.644866,Response amplitude - S
6x21mj600l2lwa7,MGI:1289225,Tmem41b,C57BL,E9.5,IMPC_GEL_011_001,0.5642679,Embryo turning
6x34fr3f15288w9,MGI:2387603,Ahsa1,C57BL,Early Adult,IMPC_GEL_006_001,0.08550055,Pericardium Morphology
6x34nbk6s17ds72,MGI:97801,Pth1r,C57BL,Early Adult,IMPC_IPG_010_001,0.709347,Fasted blood glucose concentration
6x49y53j6aed5bi,MGI:104673,Ptpn12,C57BL,E9.5,IMPC_GEL_060_001,0.05042374,Neural tube morphology
6x4gm7g585n2k43,MGI:1919822,Spats2,C57BL,Early Adult,JAX_OFD_020_001,0.2489967,Distance travelled - total
6x58236mi055764,MGI:2444807,Zfp827,C57BL,Late Adult,IMPC_GPO_002_001,0.9258406,Placenta Morphology
6x67314zkcrp3xf,MGI:1920927,Psma8,C57BL,Early Adult,ESLIM_008_001_009,0.2911488,Gait
6x75na91g32l7v3,MGI:95392,Eng,C57BL,E9.5,IMPC_CSD_026_001,0.1591706,Head morphology
6x78zy67k9e5hgt,MGI:96877,Klrb1,C57BL,Early Adult,IMPC_HEM_007_001,0.4460597,Mean cell hemoglobin concentration
6x79s53vq5iwp7i,MGI:2685530,Pou2af3,C57BL,Early Adult,IMPC_GEO_009_002,0.4819112,Hemorrhage
6x7hh79hxc32sui,MGI:1890391,Fstl3,C57BL,Early Adult,ESLIM_006_001_024,0.2888013,Number of caudal vertebrae
6x7le9ftep713u0,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_GEL_011_001,0.4144716,Embryo turning
6x84z0614srdkzl,MGI:2180307,Hps5,C57BL,Early Adult,IMPC_DXA_009_001,0.3858209,Fat/Body weight
6x8n6b32d44z01p,MGI:1921453,Eif4enif1,C57BL,E15.5,ESLIM_006_001_017,0.1027548,Shape of ribs
6x98ps931fy6p60,MGI:1346006,Ptpa,C57BL,Early Adult,IMPC_GEL_060_001,0.4976671,Neural tube morphology
6xf7hvzhew89vg8,MGI:95392,Eng,C57BL,E9.5,IMPC_ACS_034_001,0.7248229,% Pre-pulse inhibition - PPI2
6xf9m369bz6o7ti,MGI:96877,Klrb1,C57BL,Early Adult,IMPC_HEM_005_001,0.5600885,Mean cell volume
6xg421c5559j40g,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_EYE_069_001,0.9410688,Left inner nuclear layer
6xh220ax98t6ak7,MGI:1919304,Cyp4f18,C57BL,Early Adult,ESLIM_008_001_009,0.2115283,Gait
6xif6a23118t58m,MGI:1342273,Gsto1,C57BL,Late Adult,IMPC_EYE_082_001,0.8913699,Iris transilumination
6xjof1uhj1st0w9,MGI:1333870,Ate1,C57BL,Early Adult,IMPC_EYE_012_001,0.09841355,Pupil Shape
6xk6014evyvq37f,MGI:1920150,Ndufv2,C57BL,Late Adult,IMPC_GEL_063_001,0.3268119,Delayed embryonic development
6xk9l4d85t77010,MGI:2145317,Brd9,C57BL,Middle Aged Adult,IMPC_XRY_018_001,0.6999193,Shape of vertebrae
6xl1ks0g4a7b68k,MGI:2387603,Ahsa1,C57BL,Early Adult,HRWLLA_FEA_003_001,0.217056,Conditioning Baseline % Freezing Time
6xl21iig0l52919,MGI:95496,Fcer1g,C57BL,Early Adult,IMPC_CSD_078_001,0.1135458,Vocalization
6xmroy7sp4h25uf,MGI:2443138,Mphosph9,C57BL,Early Adult,IMPC_LDT_006_001,0.6289675,Latency to first transition into dark
6xq1g3l3t8yud1l,MGI:1914727,Abhd15,C57BL,Early Adult,MGP_005_001_001,0.05127663,Weight
6xs40m6x8gzc593,MGI:87885,Chrna1,C57BL,Early Adult,IMPC_ABR_012_001,0.6467729,30kHz-evoked ABR Threshold
6xu0i92imi239o8,MGI:1913895,Pspc1,C57BL,Early Adult,IMPC_ABR_002_001,0.1692842,Click-evoked ABR threshold
6xw8um5a44002wm,MGI:1918829,Tcta,C57BL,Early Adult,ESLIM_008_001_009,0.3553493,Gait
6y0in4r17158k7d,MGI:2444155,Nmnat2,C57BL,E9.5,JAX_PLC_002_001,0.6342544,HDL-cholesterol
6y0ypypn2zc75n9,MGI:99402,Adora2a,C57BL,Late Adult,IMPC_EYE_056_001,0.8071817,Mean left eye lens density
6y11r49u6087iwq,MGI:104673,Ptpn12,C57BL,Early Adult,ESLIM_006_001_017,0.9387253,Shape of ribs
6y13f4qbf0o3932,MGI:3030482,Or52h1,C57BL,Early Adult,ESLIM_022_001_001,0.6800565,Body Weight
6y1e94xbjm1065s,MGI:1342273,Gsto1,C57BL,Early Adult,IMPC_OFD_007_001,0.9534338,Whole arena resting time
6y2831240yj8pz8,MGI:2159621,Acot4,C57BL,Early Adult,IMPC_CSD_036_001,0.5888206,Startle response
6y2vaul1bw6485d,MGI:97742,Pomc,C57BL,Late Adult,ESLIM_007_001_003,0.139733,Whole arena resting time
6y380u73i37sk60,MGI:1919963,Angptl1,C57BL,Early Adult,CCP_LFO_004_001,0.2927288,Esn
6y396m56iox8xw2,MGI:87885,Chrna1,C50BL,Early Adult,ESLIM_022_001_001,0.7389969,Body Weight
6y3b946k1964f04,MGI:99402,Adora2a,C57BL,Late Adult,IMPC_OFD_018_001,0.7839791,Latency to center entry
6y3jb32w67k01da,MGI:1919822,Spats2,C57BL,Early Adult,ESLIM_001_001_007,0.715373,coat hair
6y437527f4m37uq,MGI:1919822,Spats2,C57BL,Early Adult,IMPC_DXA_007_001,0.05415212,BMC/Body weight
6y63glw7v3xu173,MGI:1347075,Nbea,C57BL,Early Adult,IMPC_FEA_106_001,0.9396493,Difference in Cue Tone and Cue Baseline % Freezing
6y76xic06a1996q,MGI:2151110,Prelp,C57BL,Early Adult,IMPC_CSD_072_001,0.4447464,Genitalia - size
6y77766pj7s8exm,MGI:109564,Kif5a,C57BL,E18.5,JAX_OFD_010_001,0.5434097,Periphery distance travelled
6y77xk534c64meg,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_EYE_092_001,0.5294474,Retina (combined)
6y7r58yy5i4xlsc,MGI:2444155,Nmnat2,C57BL,Early Adult,ESLIM_001_001_007,0.4010289,coat hair
6y89c0e9j2m8n9q,MGI:2444155,Nmnat2,C57BL,E9.5,HRWLLA_DXA_009_001,0.7284203,Fat/Body weight
6y8s7z14xix64n7,MGI:1351477,Cars1,C57BL,Early Adult,IMPC_GRS_010_001,0.06715661,Forelimb grip strength normalised against body weight
6y9a01417u07753,MGI:2444155,Nmnat2,C57BL,E9.5,IMPC_ACS_036_001,0.8304559,% Pre-pulse inhibition - PPI4
6y9p5yfwv2vxcr8,MGI:1349162,Sdc1,C57BL,Early Adult,HMGULA_HEM_001_001,0.6166809,White blood cell count
6y9uxtqixl7yf46,MGI:1919963,Angptl1,C57BL,Early Adult,IMPC_EYE_018_001,0.4222874,Fusion between cornea and lens
6yg6z33dpt4l59r,MGI:1098713,Parp8,C57BL,Early Adult,IMPC_FEA_106_001,0.1629847,Difference in Cue Tone and Cue Baseline % Freezing
6yghbkt5fz61r76,MGI:1920150,Ndufv2,C57BL,Late Adult,IMPC_CSD_037_001,0.7007168,Unexpected behaviors
6yi0c1a2u927onl,MGI:2387603,Ahsa1,C57BL,Early Adult,IMPC_OFD_015_001,0.5134002,Center resting time
6yjb8xd9s0656fu,MGI:2137677,Sfxn1,C57BL,Early Adult,IMPC_EYE_056_001,0.9344843,Mean left eye lens density
6ym2n6du5o7p16k,MGI:1916947,Camsap3,C57BL,Early Adult,ESLIM_019_001_002,0.9518965,IgG3
6yo0w22rk0r1su5,MGI:104899,Mob4,C57BL,Early Adult,ESLIM_007_001_010,0.6597624,Center distance travelled
6yp6jnmj3936f98,MGI:109601,Nck1,C57BL,Early Adult,IMPC_GEL_027_001,0.8773524,Neural tube closure
6ypl2z87n900p16,MGI:96877,Klrb1,C57BL,Middle Aged Adult,IMPC_ABR_010_001,0.350602,24kHz-evoked ABR Threshold
6yq10e0w68j667u,MGI:1925847,Fhod3,C57BL,Early Adult,TCPLA_DXA_007_001,0.3181096,BMC/Body weight
6yt69s7201n7v63,MGI:104899,Mob4,C57BL,Early Adult,ESLIM_005_001_006,0.5782028,Body length
6ytr8ww4b8o7hy1,MGI:1920150,Ndufv2,C56BL,Middle Aged Adult,IMPC_CBC_014_001,0.4149187,Alkaline phosphatase
6yy8hr3sd8ovb07,MGI:1342273,Gsto1,C57BL,Late Adult,CCP_XRY_001_001,0.6675756,Skull shape
6yyy19904hrxq1o,MGI:1355329,Mink1,C57BL,Early Adult,IMPC_HEM_027_001,0.2716098,Red blood cell distribution width
6yzk2k30fm5w9l9,MGI:97748,Ctsa,C57BL,Early Adult,IMPC_GRS_008_001,0.3910747,Forelimb grip strength measurement mean
6z159621659qhi9,MGI:99892,Lama1,C57BL,Early Adult,JAXLA_CSD_012_001,0.8578059,Coat - hair distribution - head
6z1qw6420dbxc12,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_GEL_063_001,0.463038,Delayed embryonic development
6z1u68xuk3336li,MGI:1342273,Gsto1,C57BL,Early Adult,CCP_LFO_010_001,0.4108661,Hp8
6z2l71q653sl1p9,MGI:2145317,Brd9,C57BL,Late Adult,JAXLA_DXA_009_001,0.3813728,Fat/Body weight
6z2pp1z98ov346r,MGI:95392,Eng,C57BL,E9.5,IMPC_ABR_010_001,0.7932695,24kHz-evoked ABR Threshold
6z389g805bvou3z,MGI:1925847,Fhod3,C57BL,E9.5,ESLIM_006_001_024,0.2502489,Number of caudal vertebrae
6z3i89lz41z0075,MGI:2158736,Senp3,C57BL,Early Adult,HRWLLA_DXA_008_001,0.8066563,Lean/Body weight
6z515dgx2bid3ue,MGI:1919304,Cyp4f18,C57BL,Early Adult,ESLIM_001_001_007,0.3560623,coat hair
6z5s35jx479n9k4,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_ECH_016_001,0.815866,Aortic diameter (Dao)
6z60k36400x78af,MGI:105120,Dusp1,C57BL,Early Adult,IMPC_EYE_006_001,0.8031152,Narrow eye opening
6z62p8r152cur06,MGI:2444807,Zfp827,C57BL,Early Adult,IMPC_GRS_010_001,0.8790561,Forelimb grip strength normalised against body weight
6z64kin0qk26m9u,MGI:2441675,Pgbd1,C57BL,Early Adult,ESLIM_001_001_004,0.3838625,adult mouse length
6z6stmla82x7x5z,MGI:3648285,Gm5127,C57BL,Early Adult,IMPC_ECH_016_001,0.616605,Aortic diameter (Dao)
6z8or8422979rm2,MGI:1342273,Gsto1,C57BL,Late Adult,MGP_026_001_006,0.8095097,Skin condition
6z9121wg3ht0052,MGI:1915806,Uckl1,C57BL,Early Adult,IMPC_ACS_037_001,0.2670595,% Pre-pulse inhibition - Global
6z9ow14s660o5rd,MGI:103206,Acod1,C57BL,Early Adult,MGP_016_001_008,0.2046218,Platelet count
6zb43t24om97041,MGI:1333114,Pigq,C57BL,E12.5,MGP_005_001_002,0.6375526,Fat mass
6ze1f1d7fr6w311,MGI:2385261,Cnot3,C57BL,Early Adult,IMPC_IPG_012_001,5.7717e-09,Area under glucose response curve
6zh198774h8b2ms,MGI:2442190,Camk1d,C57BL,Early Adult,IMPC_CBC_014_001,0.1351698,Alkaline phosphatase
6zh1wxqt5m5wr36,MGI:1333114,Pigq,C57BL,Early Adult,IMPC_GEL_058_001,0.2033313,Heart morphology
6zh5a5kwuco8l13,MGI:1355329,Mink1,C57BL,Early Adult,IMPC_ABR_008_001,0.2113112,18kHz-evoked ABR Threshold
6zh969yursy8w7m,MGI:103022,Reln,C57BL,E18.5,IMPC_DXA_005_001,0.4882517,Bone Mineral Content (excluding skull)
6zmld60v695po29,MGI:1918328,Adam30,C57BL,Early Adult,IMPC_DXA_005_001,0.2032073,Bone Mineral Content (excluding skull)
6zrh738fs4do955,MGI:2684870,Pom121l2,C57BL,Early Adult,JAX_OFD_020_001,0.849315,Distance travelled - total
6zs14456x0cfm99,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_CSD_071_001,0.6161461,Genitalia - presence
6zscd4d96m3a8x2,MGI:1913887,Tsen15,C57BL,Early Adult,ESLIM_007_001_013,0.1827894,Center average speed
6zszxf1eh8x3s8r,MGI:1919304,Cyp4f18,C57BL,Early Adult,IMPC_CSD_033_001,0.0576706,Gait
6zt4n099s8y3744,MGI:103022,Reln,C57BL,Early Adult,IMPC_HEM_034_001,0.5428379,Monocyte cell count
6zu65ekv945h047,MGI:2142527,Exoc8,C57BL,E9.5,ESLIM_007_001_009,0.6224709,Periphery average speed
6zubm79j994p8ve,MGI:2686460,Prob1,C57BL,Early Adult,IMPC_DXA_003_001,0.4090249,Lean mass
6zx7wi1m230k63s,MGI:105120,Dusp1,C57BL,Early Adult,IMPC_HEM_008_001,0.1838865,Platelet count
6zxb96f5z95kd67,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_OFD_013_001,0.7800378,Periphery average speed
6zz4y8097k7y7l3,MGI:1924127,Rab36,C57BL,Early Adult,IMPC_EYE_056_001,0.2731027,Mean left eye lens density
6zz648elpv1f88t,MGI:1925847,Fhod3,C57BL,E15.5,IMPC_CBC_016_001,0.2934586,HDL-cholesterol
6zze96344q1kn56,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_GEL_036_002,0.5667423,Pallor
70013vn8lu44nti,MGI:95496,Fcer1g,C57BL,Early Adult,IMPC_HEM_030_001,0.8113511,Neutrophil cell count
7004v5t6kj20gp6,MGI:1920927,Psma8,C57BL,Early Adult,ESLIM_015_001_024,0.9250331,LDL-cholesterol
700652fbo8q8893,MGI:2142527,Exoc8,C57BL,E9.5,IMPC_CBC_001_001,0.2182855,Sodium
700fji0o951332v,MGI:1347075,Nbea,C57BL,Early Adult,IMPC_ABR_006_001,0.9160369,12kHz-evoked ABR Threshold
700i3i28hst4n65,MGI:2145317,Brd9,C57BL,Middle Aged Adult,IMPC_CSD_021_001,0.9669731,Hindlimbs - shape
700msd894a7d77v,MGI:1346006,Ptpa,C57BL,Early Adult,IMPC_OFD_017_001,0.354555,Center average speed
700o8xts7m81727,MGI:2444688,Endov,C57BL,Early Adult,IMPC_GEL_027_001,0.7105096,Neural tube closure
70125601cs7v45r,MGI:95392,Eng,C57BL,E9.5,HMGULA_GRS_008_001,0.3392427,Forelimb grip strength measurement mean
7018x94feww6c0x,MGI:2146020,Mief1,C57BL,Early Adult,ESLIM_007_001_013,0.6869614,Center average speed
701l44ggt091635,MGI:2441675,Pgbd1,C57BL,Early Adult,IMPC_GEO_072_001,0.4364043,Pallor
701tef0l8d3w4j6,MGI:2441675,Pgbd1,C57BL,Middle Aged Adult,IMPC_DXA_005_001,0.4886521,Bone Mineral Content (excluding skull)
702147a661b9744,MGI:1342273,Gsto1,C57BL,Late Adult,UCD_OWT_029_001,0.2248146,Body length
7022263j1h64kcw,MGI:3648285,Gm5127,C57BL,Early Adult,IMPC_EYE_004_001,0.8398405,Eyelid morphology
7027lkx9t44p65p,MGI:87885,Chrna1,C57BL,Early Adult,HRWLLA_HEM_031_001,0.3901567,Lymphocyte differential count
7029fzs814vg9j6,MGI:2145317,Brd9,C57BL,Early Adult,IMPC_GEO_009_002,0.2961603,Hemorrhage
702c2cz071m7xfb,MGI:95392,Eng,C57BL,Early Adult,IMPC_IPG_011_001,0.5114995,Initial response to glucose challenge
702k1o2ql4i4pv2,MGI:1920150,Ndufv2,C57BL,Late Adult,IMPC_CBC_017_001,0.0717758,Triglycerides
702l5atisim9rgt,MGI:96877,Klrb1,C57BL,Middle Aged Adult,IMPC_CBC_004_001,0.3199047,Urea (Blood Urea Nitrogen - BUN)
70319060ukey9bn,MGI:1196439,Cbx7,C57BL,Early Adult,MGP_026_001_006,0.1522354,Skin condition
7033w97xtt0o107,MGI:1915690,Dusp23,C57BL,Early Adult,IMPC_CBC_011_001,0.0619399,Iron
703d22p1xj9rul7,MGI:87885,Chrna1,C57BL,Early Adult,IMPC_EYE_026_001,0.1525308,Retinal Blood Vessels Pattern
703jz8qt4907w52,MGI:95496,Fcer1g,C57BL,Early Adult,IMPC_GEL_014_001,0.1570745,Allantois Morphology
703s7424kzrr4t3,MGI:1276578,Gfi1b,C57BL,E15.5,IMPC_GEL_027_001,0.1676459,Neural tube closure
703u04tmcz11e5v,MGI:1351477,Cars1,C57BL,Early Adult,JAXLA_CSD_077_001,0.7122726,Contact righting
7044341o28kjmad,MGI:1346006,Ptpa,C57BL,Early Adult,IMPC_GEL_063_001,0.2215282,Delayed embryonic development
704491gt5qd1607,MGI:1916947,Camsap3,C57BL,Early Adult,IMPC_GEO_072_001,0.6310583,Pallor
704545581zt309g,MGI:1925847,Fhod3,C57BL,E9.5,IMPC_EYE_083_001,0.4176631,Vitreous
704g78cv77u0s4h,MGI:1918925,Sanbr,C57BL,Early Adult,IMPC_CSD_030_001,0.4687426,Tremor
704k66kt53u27e1,MGI:1890391,Fstl3,C57BL,Early Adult,IMPC_CSD_018_001,0.4408366,Forelimbs - shape
704r412w69zrqc1,MGI:2151110,Prelp,C57BL,Early Adult,IMPC_CSD_005_001,0.1360286,Coat - color - back
70566m252wefu60,MGI:2138297,Sh3bp4,C57BL,Early Adult,IMPC_CSD_033_001,0.6958619,Gait
705num5p7d7c9z0,MGI:2684870,Pom121l2,C57BL,Early Adult,IMPC_XRY_018_001,0.5930918,Shape of vertebrae
705onoc30qc9i3s,MGI:87885,Chrna1,C57BL,Early Adult,IMPC_CSD_029_001,0.7446161,Activity (body position)
705w63tr046e8l1,MGI:2145317,Brd9,C57BL,E12.5,IMPC_GEO_009_002,0.3998671,Hemorrhage
70648zeq714c88g,MGI:109564,Kif5a,C57BL,Early Adult,IMPC_GEL_066_001,0.8957974,Vascular morphology
70668hpf91mhd8d,MGI:1342273,Gsto1,C57BL,Late Adult,IMPC_CSD_006_001,0.3152039,Coat - color - head
706kn0u404fz3u9,MGI:2442190,Camk1d,C57BL,Early Adult,IMPC_LDT_006_001,0.2578204,Latency to first transition into dark
706q644yj051q9x,MGI:2442190,Camk1d,C57BL,Middle Aged Adult,IMPC_CSD_032_001,0.9848757,Locomotor activity
70731x6a522ww8f,MGI:1289225,Tmem41b,C57BL,E9.5,IMPC_FEA_003_001,0.9972632,Conditioning Baseline % Freezing Time
70757x994t1g6xo,MGI:1914836,Ubxn11,C57BL,Early Adult,IMPC_CBC_008_001,0.9487734,Total bilirubin
7075i03evx6fq32,MGI:2145317,Brd9,C57BL,Early Adult,IMPC_DXA_004_001,0.3259002,Bone Mineral Density (excluding skull)
707kzq1057e4c88,MGI:1202401,Fgf17,C57BL,Early Adult,IMPC_GEL_014_001,0.5560061,Allantois Morphology
707vrig7j9ie588,MGI:1913208,Carm1,C57BL,Early Adult,IMPC_GEL_029_001,0.1021408,Midbrain
7085t7ew6593f55,MGI:88111,Atp2b4,C57BL,Early Adult,ESLIM_006_001_019,0.665391,Skull shape
70860g36fnjo5e9,MGI:1917004,Fbxo7,C57BL,Early Adult,JAX_URI_005_001,0.5908162,Glucose
7089m3199z92bac,MGI:99892,Lama1,C57BL,Early Adult,IMPC_CSD_078_001,0.3170575,Vocalization
708ki7iorb7440g,MGI:1342273,Gsto1,C57BL,Late Adult,ESLIM_006_001_012,0.4790288,Pelvis
70920s8b3aigj08,MGI:1919963,Angptl1,C57BL,Early Adult,IMPC_GPO_003_001,0.8756813,Placenta Vasculature
70926q622b3vn12,MGI:97742,Pomc,C57BL,Late Adult,IMPC_GEO_072_001,0.476767,Pallor
7096957hxi764ag,MGI:1347075,Nbea,C57BL,Early Adult,IMPC_EYE_068_001,0.8876966,Left total retinal thickness
70970cjr7au885p,MGI:2145317,Brd9,C57BL,E12.5,HRWLLA_HEM_029_001,0.4940607,Neutrophil differential count
7099979339jhz13,MGI:103022,Reln,C57BL,E18.5,IMPC_EYE_012_001,0.427126,Pupil Shape
709h9j7i7og4tbs,MGI:2138297,Sh3bp4,C57BL,Early Adult,IMPC_ABR_002_001,0.1596951,Click-evoked ABR threshold
709u33b3b9xow98,MGI:1347075,Nbea,C57BL,Early Adult,JAXLA_CSD_005_001,0.4513889,Coat - color - back
709y9cn4845r046,MGI:891978,Phyh,C57BL,Early Adult,IMPC_GEL_061_001,0.4550335,Optic vesicle morphology
70a8y5550ir0bwe,MGI:2159621,Acot4,C57BL,Early Adult,JAXLA_CSD_015_001,0.348624,Coat - hair texture / appearance - head
70aah2h1cil2o4v,MGI:88111,Atp2b4,C57BL,Early Adult,IMPC_EYE_026_001,0.5459564,Retinal Blood Vessels Pattern
70ax6d7jj894ki4,MGI:2146020,Mief1,C53BL,Early Adult,JAXLA_CSD_009_001,0.3525771,Coat - color pattern - head
70bi59wns59x9i8,MGI:2444807,Zfp827,C57BL,Early Adult,IMPC_DXA_010_001,0.1779344,Bone Area
70bxs39ozped9v4,MGI:1920150,Ndufv2,C57BL,Early Adult,IMPC_XRY_067_001,0.3160488,Caudal processes
70c2p5200l564if,MGI:96877,Klrb1,C57BL,Middle Aged Adult,IMPC_GEP_004_002,0.6421848,Spontaneous movement
70c7k93aqizp56p,MGI:1333114,Pigq,C57BL,E12.5,ESLIM_001_001_009,0.3593571,Coat colouration
70ci835libv05w9,MGI:99402,Adora2a,C57BL,Late Adult,IMPC_CBC_020_001,0.6527884,Fructosamine
70csukr3ivzxcy8,MGI:2442190,Camk1d,C57BL,Early Adult,CCP_LFO_007_001,0.5757387,Hqp
70cvf6b99p3439u,MGI:1913895,Pspc1,C57BL,Early Adult,JAX_PLC_001_001,0.9967184,Total cholesterol
70e13mr2fb82v79,MGI:109564,Kif5a,C57BL,E18.5,IMPC_XRY_018_001,0.9809963,Shape of vertebrae
70e20638ypj63jc,MGI:1196439,Cbx7,C57BL,Early Adult,ESLIM_006_001_019,0.4883727,Skull shape
70f6l7mh43964o5,MGI:3648285,Gm5127,C57BL,Early Adult,IMPC_GEL_018_001,0.2467906,Visceral yolk sac morphology
70f8983v00ndida,MGI:1333114,Pigq,C57BL,E9.5,IMPC_XRY_017_001,0.925053,Number of caudal vertebrae
70g3fh8v42p431g,MGI:109601,Nck1,C57BL,Early Adult,IMPC_CSD_037_001,0.4042319,Unexpected behaviors
70g4d23j6of4848,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_ECG_010_001,0.4098003,HRV
70g73838i4826ne,MGI:1918829,Tcta,C57BL,Early Adult,IMPC_EYE_014_001,0.5010002,Pupil Light Response
70gsl28q4t23o1n,MGI:1289225,Tmem41b,C57BL,E9.5,ESLIM_005_001_006,0.3543783,Body length
70i27s6sjf8904o,MGI:96877,Klrb1,C57BL,Early Adult,ESLIM_018_001_005,0.1447404,B cell CD19+ percentage
70ii8t31171i0z0,MGI:1916947,Camsap3,C57BL,Early Adult,IMPC_HEM_001_001,0.7796628,White blood cell count
70it5y950g017cb,MGI:2142527,Exoc8,C57BL,E12.5,IMPC_CBC_018_001,0.6676061,Glucose
70iyxc3hqo283fz,MGI:2138297,Sh3bp4,C57BL,Early Adult,IMPC_DXA_010_001,0.05267791,Bone Area
70j3o05h337lx1j,MGI:104899,Mob4,C57BL,E9.5,IMPC_CSD_029_001,0.5656151,Activity (body position)
70j771789356m6m,MGI:1342774,Ppargc1a,C57BL,Early Adult,IMPC_HEM_001_001,0.3143622,White blood cell count
70j8f7oo29w0m80,MGI:1914727,Abhd15,C57BL,Early Adult,IMPC_CSD_021_001,0.1489776,Hindlimbs - shape
